experiment,nodes,seed,target_id,probes
0,10,5,d57884d38deca9428e762ba195adb6f4509343ed6074bc87d0e09d6606284c20,10
0,10,5,25a968653cd0e5088c03fd53c1c8905d6767509425697f70b5526fb1dfbf9a8e,10
0,10,5,07e0ddc3efa6f0964bb4a28d51148280771ee9dd33b8a28dffa067f7c499a47e,10
0,10,5,912fa40e908f04d45c202a78ee5381fbf1bddf707838436ecc57971ab96cc9df,10
0,10,5,64c96b0559ca1c525998b2e3a108d5b44cf9dc9df13baac458d07121b544d6ee,10
1,50,1,13a1d5b2f5bfef5a6ed92da482caa9568e5b6fe9d8a9ddd9eb09277b92cef904,11
1,50,1,6efa18500944cbe800a0b1527ea64729a861d2f6497a3235c37f4192779ec1d9,11
1,50,1,6b3b1c5424fce0b727b03072e6415a761f03abaa40abc9448fddeb2191d945c0,11
1,50,1,4767af847afd0edb5d8857b799acb18e4affabe3037ffe7fa68aa8af5e39cc41,11
1,50,1,6e734d373c5ebebc9cdcc595bcce3c7bd3d8df93fab7e125ddebafe65a31bd5d,11
1,50,1,41e2d2ce9c2b17892f0fea1931a290220777a93143dfdcbfa68406e877073ff0,11
1,50,1,8834e197a4034aa48afa3f85b8a62708caebbac880b5b89b93da538101644021,11
1,50,1,04e648b6226a1b78021851f5d9ac0f313a89ddfc454c5f8f72ac89b38b19f537,11
1,50,1,84c19e9beac03c875a27db029de37ae37a42318813487685929359ca8c5eb94e,11
1,50,1,152dc1af42ea3d1676c1bdd19ab8e2925c6daee4de5ef9f9dcf08dfcbd02b808,11
1,50,2,c9b3824a5dbd023a276e999ec84e37d8c416c85a63fd17f3ac71134ac3735112,11
1,50,2,c6bd36b0f7045399269e2f5d8af5bc51d55b7d1828f68d88d6708c45a5f1b4d7,11
1,50,2,ee929e0919504ba2eb8f43fa9e28e9e10c8d387b18bb542b34f641d46c465a30,11
1,50,2,3b11aabd9104bf76121fffe6864f3efad0e3ec87b1ba147d8e4375dd5c61419e,11
1,50,2,44b0dd9cd6dbd50f55587c5f40d97f5b559aa28c66b1c3e815cb7b89546235be,11
1,50,2,f820b20d113620509fe183e20952a610822e71949bd968b19a5732cf67a6e072,11
1,50,2,0f374e651c3300d780f294c2e2b2f39aa1c59693da86f1f42fd2d1fdc1ce16d7,11
1,50,2,f335258215f94f2feb43aab05a212f65b6042ac5e32f36067d7ad6847b3d861a,11
1,50,2,b6d54be758ee986ab36a96df94a3b2aeed52e65302cd8847303beac702de99b9,11
1,50,2,382afc1b83d532c1762f11fe9de1dd3aa55da4adca89663e961acd1e44bbaace,11
1,50,3,8bb7bbd387b919b9db8c62bbcc49c56d8f77258cebde74ed16fe979bb3fc4c65,11
1,50,3,4e76f98920ea4a5a0cf3256c0332d301bb8d044c8675a8a29d6ecec0c8b8c0d6,11
1,50,3,72ea52a367327bfcc010358c718b68fb7d5cfa564fdbffb91a15f8a35873f521,11
1,50,3,e79b24f728d62e86a9b7254b8466fb837859cc3f20104f7273804e873de9b908,11
1,50,3,c5716febf5607de2b544693a4304b3b94e33518612ab548889c01e267e62f2d1,11
1,50,3,c36c8f3ca232f96e10b3ded3caff9df8002857f9794b70c39fb06dbb5dc6c2af,11
1,50,3,4519a5279cd276436fe72b3a4cacc9234ca04a5b687229aa2dc29782c63bb06e,11
1,50,3,a2a8b22309b3a3a5c380c576c077cf50d1fada26960e2d688e48b4fba33035fe,11
1,50,3,7ab1d3f4c6dd763d4c9d50fc0cf94e71e261ab9f693a937de0daea7dd937f814,11
1,50,3,738b6e1fc8526609a7daa3282d39e683332447baf674e10f7f32ff414a8b1dec,11
1,50,4,594a283a772c2a99f44478aa2cac63ed67c0867d7c32abc85165fe6665a1841b,11
1,50,4,26475ae90dbb5029a5e0a302727248252ca7af0ca411f4f5a04d7f5e288ab8d3,11
1,50,4,f523ab18bb8865d6341028286972f7ae7265d244ab6beb3fd0f9594e34107e92,11
1,50,4,cb2d1f387f04e1ec18924b3beb09542906024b3ddb3475715b29cfb419c9af61,11
1,50,4,8136345fd4a1bc55ac00e80cc756fe9e503f236f8e984441c389dac84f826c5b,11
1,50,4,76e6609be93c0e368085c09d6bc7b1967b2f6a5cd685fbe43372999c4766e596,11
1,50,4,bd196b7e25020dbc6509ff2e74785ba54974c4d552e99ee1d87a15fdaea6a028,11
1,50,4,11f8aeca7bccd81d8c8b583b0d756fec8e1ef03678d804252ad31ece93748864,11
1,50,4,ac706f1f3550830082e60ad1c43f870c5478e08de0be8d23be64bf1b10ceda63,11
1,50,4,56b7ad7b06373af386cd77e52be2e147dbfb06816aab3e624ff8b447cf530172,11
1,50,5,136d0919b0a13afcacbaac5d94aaf27ea092e32eaa03c6321bf186be553a6074,11
1,50,5,6ef819d2b47f3aea894f990d57365ec355919ef2e149a690a73dfac24ed2c9d1,11
1,50,5,809d9aa99f6d98302adf39a239ad9ee7122f951f638b45efb5b20ddc210e2883,11
1,50,5,27fe1d3186f19009bd2a32e78631f530edd61a9d49e4916e446749023bf1e4d3,11
1,50,5,7fb8e444701f52c16e0d14e646615101da41d86dcb1176e406899e6d97a3047f,11
1,50,5,39333efa7849e3357059dbee4c83c679b234e26e298d86f6c86db58e2d464783,11
1,50,5,1f1b2043a6a12207d4905b1b9d460b50dd90b0a28d0e577e196a6b6a9c2378c1,11
1,50,5,c167fa856dc32294780612f79ecc0f205a7a1e211cc70b9d24a132a6bc67c943,11
1,50,5,f39a126ba37dbfdbb4f2c4b10cb4a337c0071d9959ba83e18604108b664b3742,11
1,50,5,a088cca68b9bae1d57d7c9fe99fbd46fcbc4510096d65d0709f3af72d5a48c13,11
2,100,1,3f64434abae060f6506ad3fdb1f4415b0af9ce8c208bc20ee526741539fa3203,11
2,100,1,c77ecba410fd6718f227e0b430f9bcb049a3d38540dc222969120ce80f2007cd,11
2,100,1,42a708a721aa29987b45d4e428811984ecad349cc35dd93515cefe0b002cee5e,12
2,100,1,71c47935e281ebfc4b8b652b69ccb092e55a20f1b9f97d046296124621928739,12
2,100,1,a86671cc180152b953e3bf9d19f825c3dd54ae1688e49efb5efe65dcdad34bc8,11
2,100,1,60010e7c8c997cd5f9e320ca7d39d4ba801a175b1c76f057832f3f36d7d893e2,11
2,100,1,16e4c7bbdb548d0ba48449330027368b34f9c69776b4591532da1c5be68ef4ee,12
2,100,1,be8cb8fa7dc5483fb70c2c896334cb1f9cb5dfe044fa086197ff5dfd02f2ba38,11
2,100,1,84c53dd718c8560da743a8e9d4aeae20ccef002d82ca352592b8d8f2a8df3b0c,11
2,100,1,35f15b9b370dca80d4ca8e9a133eb52094f2dd5c08731f52315d828846e37df6,11
2,100,2,4ba4445fba912b1beb344fc7c23af934a35b9c50e02920bab420d117cc359704,12
2,100,2,fdf959047857cc89a1f062c099a4076261b151204c5cb5001241cdb856320be2,11
2,100,2,85ce1e33751bf3f6bfae5c6ee008d8bd7a67bd3fec2b5e260bdef0da109170ab,11
2,100,2,0c8b8c0d8d3bd14f46f708c29240f785893d0ad40b171ba79d7c67333086b5be,11
2,100,2,681351492a68d89b52576891d5d8297e1435a56ac598990d65b32f38e312cb63,12
2,100,2,337ae1f5d98e821147b38cd83d8b59e6ccfe99f2bbae98ef0d3f7146815583c3,11
2,100,2,3fdc1d032c8372137fcd9f931c99da1f0760112fa64f6d770cf36ac37016e0a7,12
2,100,2,989997ecce860108c8d7149ba285028f290a1e05060adb78b72f0e43becf170a,11
2,100,2,c4d7cf3aae9d92ff3ae2618936a7e29bd949a69ae698d8a8c808476ce9ce2192,11
2,100,2,a1675b915fcb4f87508be17c262b3b179ed6f66c4002396ea164c45c82edd5d1,11
2,100,3,881b7341ea9f6bd02a41e379deaf9082b462fb58ed5e969c371b2e06cca0012a,11
2,100,3,e9ff6604cafa74b7859863716ad0146d797b0a5f206f6dda8ba9c0a7a47266c8,11
2,100,3,c858c4bbd242bdaea44c012c230700c89d3859d36a693891fe171ac3a9a94653,11
2,100,3,bfbd85ef20bb4604effece4472eb34e0acef7ac975107da414f3c0de0e8174ff,11
2,100,3,9a8b11a2d6baf55a62d47396e1780f673eca9dafeae38f97a076f6ac3d2d68f8,11
2,100,3,04f23e5079dc316a5572c75e5cce97da32ed80f69630048a225ba3a902e932e7,13
2,100,3,cbf0c447b61b1a5ad4fbcf373c5d8ed9db4f28b8ce84e06f147d4df1c70a0a89,11
2,100,3,610879fba478479d9131ea14be16c1241fc38448d80fe828a664e9807b9d0872,11
2,100,3,5f7fcc1e854c086e3fd429a100a31ea3e79c19377e7c4c3f424a90fe2146c5e9,13
2,100,3,6b7402038409d443e23de24ab161eb1f167626a2987fa3acf29642c075f97871,11
2,100,4,944870b5e6573371089b56365878635cee9fc8889e30344895b5d9083e4cf5eb,12
2,100,4,99156964310525294c5de97ba16b4b98df79e97cadef982723288619787263ae,12
2,100,4,eb6f7548ce5b060ece5aebeede0f7f7993f208bc9b27cc4df7410092ea3ee21f,11
2,100,4,dfc1688b1b234c71df1632ac5e7b7e990c9254bfda4e1b4b52099e85d97841c5,11
2,100,4,a9b569ed6595aaddb64b7bba9d599401f5a4f983693a909ecaabf820d89f2382,13
2,100,4,9eeb42d2c014d3323441f2870bf6268ebee1c183b45dac61ddb5d7279f472ae8,12
2,100,4,9e719c84f731efb6eb551f177ad13e6872b57ae30c1ae578dea6dbe8f491dc18,12
2,100,4,7b1929710362eb86a2b2467acd63d7012acac2058504ba2ca80c1606350b60f1,11
2,100,4,16185c699f02b26892f4d3fc623e1218c076be723b4b1f6871786d555611a48f,11
2,100,4,dcfae7504f53dd49bed836efb04271766d4c9fb040cf4e8eb3048754a1f3e390,11
2,100,5,9c0770216563fab638af16f9183f3b36009a2723ce6e083aa4cf643740504048,11
2,100,5,901f79647c572e52a8a64b6b4aaa87d3fbc422b51dde2b0cd05af99cbd98c324,11
2,100,5,2b07bee6028fd1c013b24fa8e81e4166f30bf45ad97df534f4ac235030f8bac7,11
2,100,5,e0f160a9b9aabde0c743265fe2a53b7b313036a264157d45afcf7e323466d0e7,11
2,100,5,b972459912f737ecebb8a0a2886bd409ee223be87a8651b090c7ce7720a50145,12
2,100,5,82e3978f25a059193efe6d11daab6f82ad3e3429acd511f609800ad01ccc998b,11
2,100,5,416670ce4297326d44318bb38d355143609449624e5f51276e44b6722d71370d,11
2,100,5,30d8dac559fb3059a30a31f4d524967ab41008a55308cb3cb580a4c9f694b3e9,11
2,100,5,76125bcd55de55e78fed7d1b95a5ce24b1e95130dea99feccb15ca3717a64465,11
2,100,5,86232b4bd0076389777e31653ff818a7a3ee79e2b83cd95463a1c4b09cbb2bec,11
3,500,1,5aee934b615ac7f45da7c43a1e8f74613917ed10dcd227e4b070414412e77851,16
3,500,1,db5bc053e5f502bb4e2b2645bca074c18643e8144caeccb58be49ea9a552913c,11
3,500,1,0616382c899635eea79a166988c206b9aaa0977c7ced89c4c7aaeaa8fb89b380,12
3,500,1,30c44530a97187fda592b088198b63a52dfad59a0a4c1aadf812bdf1881924e8,14
3,500,1,b51b8fd4dbca8e73b2986b3ab484171e9d0cbb08be40ae60de8818bd7f400191,13
3,500,1,b42c7b3200c27643f06720a7e0a17441f34131629388ac43955b78c31ea6602a,13
3,500,1,70dd665f872e7669e865f6f40e634e8772d747608cd3a570e1726eb1ddca64f0,13
3,500,1,8582b022bb026eda6a913dc83f174ce3c18b9fc0503d3ac74e2fe45691d6dfb4,14
3,500,1,af8c86d752a16d6664fab4de08afe8858392fcc35cb9ea82fc42c42d48c0c055,14
3,500,1,6267ea0dcc19b10f05e0318c4488ffe704b5036908f5cb938eebd3163503acaa,14
3,500,2,badadf464cf9f9b2f97fff361d7f0b86336734c44abae41433264f5cae6806db,12
3,500,2,4e0637a6a212c580b9b31e9c20b879338f677dcdf1fbfba9c773df1d5374f912,14
3,500,2,c381276e80d8182c6a77742fcf50e04f178208cdb19cbe73322fde4f596edbc5,13
3,500,2,6db3337f84c69cbb8d128579519c47b41cb83562e183acb5916e6963eeca07f7,15
3,500,2,2d909e15f2321cee17295c0a84c192391d0a7be9561b89416905c1cea6729c64,14
3,500,2,99936a006b38c2761c03ad4b1b6915d92dd70cfa41bd7894633a3d654d3852f9,11
3,500,2,cb85c3729b5da996bca27025443837cd427aa52357ef48c3f11e440d4481b510,14
3,500,2,790c616ad93deb92f964f5178f9577fe8691f2ae589ac5d68eb315bed13506a2,14
3,500,2,a8be2ee462f97f6bfa430498fc07c4f64bfee406816ca54df3eee56079a68123,11
3,500,2,9a39ff583627883273a0cbea55f3514025b8848986679e21876a44050e661efe,11
3,500,3,81b7258e5677d5622102dda5e32ce5af9f0a841e1aa2eb4f443a0cc093a0bd23,13
3,500,3,97efcdddfe86f689f64ee1109fadc7f7f7b2b0020850633e74ddf7ca50e6aeb0,13
3,500,3,d6cc12da0cf13093a25fc8f2bcc49a1f7f3b38feb5da9ce94038dc5f1b914854,13
3,500,3,e60a8dba1e2cdd0b64b288b3d93be17421604bad77958fea48512cc995bea639,14
3,500,3,e81e5ab0a551d9730cd677c504399125c0e45e5a260c2204cd4a604683787459,14
3,500,3,2eb45a90f281d2181502e2cb28b97ac783fbd61b50d9224c2afd1d7a75e7d1a4,13
3,500,3,db1c4c70adeeabe33c4ec2ee5bac80ed581d6db6335dbab220d1ed10d83d3515,14
3,500,3,14ccc99d3e9a7dfca13f6ebb86d1bd72ee30d309f6eb8bdcaeecab8f0f6efe00,13
3,500,3,89cc42079d194928c893a152e043f8a0df73a4f2c9ce622558b01bdcbc629ddb,12
3,500,3,f86abfdc7edfebf0f59f1175fa2ef7c5688e449758edbc9702226eeb6ec46ce2,12
3,500,4,f5e3a8fc8bc8270c9a81cd74eaab229d42da3275b832262bdc5fc8b1f54e67d0,14
3,500,4,428aa5f29f29c15a8d802f90810f77c45777ae09dc385590e52c328d22f40e4a,14
3,500,4,dbf26898e5b3aff48c875e113e9d8dffd6c455f3694f644ccb829ef88e22aee6,14
3,500,4,4991fcea247d0ccb117a289cf662dd1cf6db710e6e058da0aebc4da8ee511590,14
3,500,4,38f67d4453f0d3d9133e7f368e89e7f3ba3da2185a9bad48faf1d948e0a711ff,11
3,500,4,49ca18eab06791f359b285cc0b4071fc831ec0e14ef22c6e7af7496756acc7d5,14
3,500,4,8c78672086cdb900bcfc7f03e058dab4b846a1469f57dedc95398e7424e61f70,14
3,500,4,7406c4c66888121e8f32d507c5c38f581215754fcdf3f638c5529e1d7fbb1884,13
3,500,4,a0a723b44918c43109241806da872f7cf36e532bb43150679a41460d37f7cdbf,14
3,500,4,ad3026861570a0a1b794ecc8ea11b9b00283da2ffec6af72b194cb292d53ad64,13
3,500,5,e97ade68517a4967a261cf4c1e8e21e9200630e145909149f85137dc85b0fd53,14
3,500,5,bf778292636b8f34428c8ee7413c94e27f46a7f90447614b87f073bd9012d11f,13
3,500,5,96806711e0979d5f66edfa3e9a99ffbd93693d8e134819d1d0c0b8d75db73b75,13
3,500,5,0a6b83a419f32c10b673fa2b1b59f0837b94c4a63f03d2ab87f17dee963ad043,11
3,500,5,d2e5daa2617823ab74bf8e7411ee15cc975d69339d0956a213591baae418a077,14
3,500,5,3204bbb1e76ddd6f42f5840d3862420c3ec88799e2be190fac8f59312c79038a,11
3,500,5,6841faac9b2698e9e2a13a53734496e981dd2e7d78dd55580c4328023c4b3455,13
3,500,5,478266f712b596f017657c86197028ee4844df3a41ec1876dc3f821e3bab24a5,13
3,500,5,3f289e80b9f6a7a04f0cda84265a4f7a042e3d93a35ae8b4932210b8d25f70c4,12
3,500,5,10ccb21a5c7f53535fca4de505534f74ab0824e6f6e850b64d11420dbc11d790,11
4,1000,1,a28baf69cf36d3cf347081df3114455eb4fe3e49ad3c3f14435e0b39b6c0d16d,13
4,1000,1,b0fbcfd7ba8da8760d5952c03667251e7a4c3008cfb0904225e55c23b884bb09,14
4,1000,1,d26631650460c4240bd5a165b531ee76ba5749b3bc60adad35de519321c1672b,11
4,1000,1,47bc35fb59f7792a349511b2bb3504ba4a28717823a27a1f99ce6970290b26ef,14
4,1000,1,cf1e7a0399b10eb10c1299c09b80f4520d00e7908d004d5b6a72a411759cfa95,12
4,1000,1,23f6b2912234481b1d8fe4c2365961c0528bd593d42bebb398b5836ae6ca013f,14
4,1000,1,e440adbb0090e8ea274f4d8bcae483e3663051a328f7c12870b40e4973a9797a,14
4,1000,1,23363d3c53e1b0d1a9159bfb26158f44734b3c34b571be641bba2db937d4ae1e,15
4,1000,1,edc807b95b1c2a7d44804885536316ad38aedf0d83b1519661f2bb5283cb9c50,14
4,1000,1,dd61c3753433e988189f26962d1f4befd444257d0b6d5b819d5fd57222c9fdff,11
4,1000,2,9e3ef218eadff8de4bc6551d8ddc06e2f31302633dd6cb6097dac4950884ab7e,11
4,1000,2,f16b8552fbd452c6232ba079816430c22db8ad3e5c2a44fb2ac1ccc0bd2b9789,14
4,1000,2,ebdb3a892363126b8e477c94b8ffda4934192366a3e9091b073161c64a767029,14
4,1000,2,909a371f22963dd7bdfb61cae17af7e049a4cc829e0015a25b1e51d9b3022e58,11
4,1000,2,7ea0ac5aa32fd1f5f19205c1fb1108b645653a9de3179422a0fe29afdb3467d8,14
4,1000,2,e1b54a132acbf3c495555a026d37d7c076f8f1d79c8c41ad89b00016c32c8322,14
4,1000,2,b94eca1e145ee4003f2ac497792265df207b98c5d3f5a5d8f7fb06db673d4881,11
4,1000,2,c6f2444706290110e9b2ec8e9747dc052a9179fd6b3386e33b76ec79c5826f01,14
4,1000,2,3df834c40784e72f9f531750b34f79c34c352477dc16eb4fa627e0fde0d2ab71,16
4,1000,2,938be890d8eeac2dc5b712c450cad21b9c6c65dae2f4fbbf87f15a862346c508,11
4,1000,3,190954021c04955b599a58c1d29dd8b3ab57d0c4a20ca67c6fdc72facbbb3029,15
4,1000,3,8d57fa5335d55b44918e938e873577446bd88a0cf03feac95d72660902d17372,12
4,1000,3,e614001da2cfa044b80541d76f5457e66a5380e4bcfd8b63e92a24c605122507,16
4,1000,3,89a6bd7f4781ae9e7bcea0a08615f01a050e9cc87a5ad438840cdf187faa2600,12
4,1000,3,a6028e9add19e3ab5cc72d4b2ab4b2791ca1e38365c54a793c1091536431d15f,13
4,1000,3,20b66b2dcae3994e0cc39791e9f907a1df1f79dd9c2408c9374d1c6ae374e39d,14
4,1000,3,faa35714df899b12f8b12248b0cd25d1069cd5d0b160c3596a2514a0cd983257,12
4,1000,3,45d7314be181af839103d00171e98120496bb2ceed65e1e3369da4b58e56c03f,13
4,1000,3,cdf3e1d32c4819597041120782f499e822653b3dec3c6b2d4c398758b4dab06e,14
4,1000,3,aa32782b09672c5e78fe0269e374a5900d10b73b59b5cad5ee825702f0f68286,12
4,1000,4,4ff52f0f05441914fdcdf234cf38513fd15dcdda7f14a8271b1020ee4c40bd16,12
4,1000,4,77f97a48083dd56e5301dd5f90c93f771f6a68200168b34488e1a0d317b7636f,14
4,1000,4,660b2e147b2152ab1a4db7ba0aad7f027aa2c0b8357736f224483c4f0ef55b54,13
4,1000,4,d75445a63e031cce0c057f60b397d1d6957f5247360c08721b7f2e8eb4cb6913,15
4,1000,4,b9761af275831881b6fc17c30262bdc08f7813d7d766e6cd0c3550528507cc05,15
4,1000,4,2d7787c03a0ef851d849695699a98589a843e209251d351dca2aeb6b0b2fbcd9,13
4,1000,4,c94b273b54853e7760038d1c2b4bff1bf62f0f26a7db3e8c719a99a0c369b1f4,13
4,1000,4,8d30bb30f6b2eacafae7c152be21cf6cff9e374b0de1122341f4894a2ac50930,15
4,1000,4,8cb96c69e3110fc9ae2e9e0b217351684ba68baade6a9bbb210b4dddb429ba7a,15
4,1000,4,0549348b34591f27d8fc47b6feed31d1345b9eb50b4e2e0fb2e5f3daf98d5cf0,12
4,1000,5,42d81c76e76f64dc19b7629a4a0866f0a2411e84aba63cec7ac2027d0be5851c,13
4,1000,5,6006013b40ac6f58f3e121bf699fcc7ffe06b1f5f0f195fddbc67271dc2ca985,14
4,1000,5,f4548903064eab80ccdc133c7c2bec388b3093456651a45cc73a9c25397ab7f9,14
4,1000,5,02b37136611eb3c9eda8f7b3be3ae1feeca00636afd7a46fd87a2b3124a71730,13
4,1000,5,338636300a28c480aaa4fd072fa756b2b2ce6175b03f46e99c7035257fec482e,14
4,1000,5,99fe9a2caacb3041de1e6e7c769d8843a2b21206033bbf5d15e8094a031aec4c,14
4,1000,5,fbbf39415e825535ce9f8467a346595d1457a68be851bedf1648fe1555abc76e,16
4,1000,5,d1412a78a64d9a926a7fbdfdb1c374c7e666996fb30758a36e136371fe4f6579,15
4,1000,5,e2256d05624b4766fa2bb9b462b21dc33554bcdae9ffc386f8260a1da6af02fd,15
4,1000,5,6d9b60a04a9a732225bf192e9a27d5558baf8b0dddf9a27fbbd2fb001d69c052,14
5,2000,1,e24be7f2665bb3c904aa03f799fe7edc7bc6779d621cab7e520b5994f81505d0,13
5,2000,1,f01e5596e14b4c1efdf3e8aadee866c5337c1e50066b3acc039c84567b29b7d9,14
5,2000,1,57683cadfb04fb35402acaba631e46ca83dbdd8adf28e377ec147e4d555a21e6,15
5,2000,1,d779d7c5a3078ab72702234d36ca65f68bd01221c9411f68f32e16ef0499a20c,13
5,2000,1,2d945fa31b79d9965853d38ada9d48eead9084d868c6bad974b0f40956aa0fcb,16
5,2000,1,ce6dac905858e46c4b62c0ee576b8db7d484a524e951f4c179decfc7d6f619e8,12
5,2000,1,6dee808f246dd71c7e0b51d28bc958110d122fa271714877823242711632f6e1,16
5,2000,1,c7c15248655ced8e451a107707cec8c84929beece4efe5503d3c1763d0ab7f13,14
5,2000,1,9f043e26027d5e52a00d5414dd98a324a8fc2a06a1345cbde747f41099c3377b,15
5,2000,1,86bbdc5a17c8f6e5b773a761f78573832e4359b143810361dedc79142fffc49d,15
5,2000,2,878d67e5f0c2ade2170f17cf111adfc0706baf33a39cd1a077dfed2536568278,14
5,2000,2,a63f071b50574c7e0c21cfc044f2c85761f5136a888a18f142488d8c014349e5,14
5,2000,2,888991d09bdcea85cb847e670692927c856340730b2ba8f8bdfe491b7840280e,13
5,2000,2,b0bc958c6fa0ae572fdbe152791b7bfe73627b8364b0fcc921196d6287887fe3,13
5,2000,2,6ffb6b8ed5d9488988e6971efed5db09646aef2585844dd06e71681066aae49f,14
5,2000,2,23858e236ec1771f529dc4ca60386401bb167f08b99dc19238ffea14fb8a4e92,15
5,2000,2,6645452493302a7a8593ad1ca5e2f2d32d0507fe001c6016bdf5be98ac26f0f1,14
5,2000,2,da8352ce12b7b89013de2ed6ece69f0ae7c8a73407ecd6c2aa13b1a55167a61f,17
5,2000,2,71f9ff50290f8ff9b4c94dcc5e83d97d35fc9e27ba03199c910f97abbcdf213a,15
5,2000,2,17242ae80800ef74e35075175bef8a31b783706edb52a09da9354ae72db42c91,16
5,2000,3,589275bed83c67003225dcfe9ca2c62a9a3339cf8c57743579af2bff487113b7,17
5,2000,3,8e667ba58057f78c94c8c6e28854160c59e938a9b5dc9d1f218c6c14e035409b,13
5,2000,3,dbff7767618dcdf9d42f60041f08688cd58b8cc3289b154df98d508010775269,15
5,2000,3,d3f75e6d0846511a45e426930485a4d100c4b8ae45687d0ce0a86b2889219aa1,14
5,2000,3,34221301635e221213b4e5b8f1d1998aefedd5f139f05b5cac24b14a625b6ecb,16
